Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
425,Huoshanornis_huji,not,Theropoda,Avialae,Avialae,121,119.4,21,NA,NA,1.8,25.92,NA,22,NA,NA,NA,NA,23,16,Wang et al. 2010,,0,0,Dalian Natural Museum,D2126,NA,NA,5.512191811,0.0534,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.022260728,0.197514264
799,Hylaeosaurus_armatus,Hylaeosaurus_armatus,Ornithischia,Ankylosauria,Ankylosauria,Valanginian,Valanginian,NA,NA,NA,NA,406,188,440,200,60,62,NA,NA,NA,BMNH R1106-1107 (RBJB); Hulke 1874,mature; Pereda Suberbiola 1994,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R1106-1107,NA,191.65,228.49,0.0271,FC_for_thyreophorans_using_HC_and_equation_.23.,200,0,measured,1353.913278,0.2230637
800,Hypacrosaurus_altispinus,Hypacrosaurus_altispinus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Early_Maastrichtian,1074,395,NA,NA,995,350,510,222,NA,NA,NA,620,350,CMN 8501 (DCE); Evans 2010,mature,0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8501,NA,NA,395,0,measured,222,0,measured,3689.151314,0.153117437
801,Hypacrosaurus_stebingeri,Hypacrosaurus_stebingeri,Ornithischia,Hadrosauroidea,Hadrosauroidea,Middle_Campanian,Late_Campanian,1190,448,142.4,100.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOR 773 (MTC),mature,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 773,383.82,NA,448,0,measured,NA,NA,NA,NA,NA
802,Hypselospinus_fittoni,not,Ornithischia,Iguanodontia,Iguanodontia,Valanginian,Valanginian,833,NA,125,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norman 2010; measurements taken with imagej,,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R1148,395.85,NA,410.98,0.0246,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,NA,NA,NA,NA,NA
803,Hypsilophodon_foxi,Hypsilophodon_foxi,Ornithischia,Ornithischia,Ornithischia,Late_Barremian,Late_Barremian,173,70,21.2,22.2,NA,NA,147,50,NA,NA,NA,NA,NA,BMNH R192 (NEC/RBB),mature; similar in size to adult of Werning 2012,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R192,68.18,NA,70,0,measured,50,0,measured,24.10674656,0.135
427,Iaceornis_marshi,not,Theropoda,Avialae,Avialae,Coniacian,Santonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clarke 2004, YPM 1734, partial postcranium",,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,Iberomesornis_romerali,Iberomesornis,Theropoda,Avialae,Avialae,Late_Barremian,Late_Barremian,16.4,NA,NA,1.5,20,NA,17.6,NA,NA,NA,NA,18.2,11.8,Sanz & Bonaparte 1992; Sereno 2000; LH022R,probably adult',0,0,"LH, Las Hoyas",LH022R,NA,NA,4.568554578,0.054,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.013284547,0.199738286
428,Ichthyornis_dispar,Ichthyornis,Theropoda,Avialae,Avialae,Turonian,Santonian,30.5,NA,2.5,3,NA,NA,58,NA,4.8,3,NA,59,NA,"Marsh 1880; YPM 1450 (holotype); the holotype of Ichthyornis victor (=I. dispar; Clarke 2004) is larger (humerus length = 72 mm), but does not preserve a femur",,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1450,8.66,12.42,9.59,0.0257,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,NA,NA,NA,0.102030269,0.163723463
429,IGM100_1128,IGM100/1126,Theropoda,Troodontidae,Troodontidae,Campanian,Campanian,99,22,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,82,IGM 100/1128 (JNC),,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/1128,NA,NA,22,0,measured,NA,NA,NA,1.00031297,0.135
430,IGM100_1323,IGM100/1323,Theropoda,Troodontidae,Troodontidae,Campanian,Campanian,70,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,IGM 100/1323 (JNC),,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/1323,NA,NA,17.59,0.0594,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,0.5407831,0.227716209
431,IGM100_44,IGM100/44,Theropoda,Troodontidae,Troodontidae,Late_Albian,Early_Cenomanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured by J. N. Choiniere,,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Ignavusaurus_rachelis,not,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Sinemurian,152.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.3,NA,Knoll 2010; BM HR 20,juvenile,1,0,"BM, Lesotho National Museum, Maseru, Lesotho",BM HR 20,NA,NA,50.77,0.0629,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,9.968666658,0.229610453
804,Iguanacolossus_fortis,Iguanacolossus_fortis,Ornithischia,Iguanodontia,Iguanodontia,Barremian,Barremian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McDonald et al 2010a,incomplete fibula 630 mm; quadrate height 325mm,0,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",UMNH VP 20205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,Iguanodon_bernissartensis,Iguanodon_bernissartensis,Ornithischia,Iguanodontia,Iguanodontia_3,Barremian,Early_Aptian,1038.8,490,153.7,144.1,852.5,388,818,337.5,116.3,89.9,212.5,495,342.5,IRSNB R51 (NEC),mature,0,0,"IRSNB, Institut royal des Sciences naturelles de Belgique, Brussels, Belgium",IRSNB R51,467.9,325.23,490,0,measured,337.5,0,measured,8268.264494,0.154882684
806,Iguanodon_seeleyi,Iguanodon_seeleyi,Ornithischia,Iguanodontia,Iguanodontia_3,Barremian,Early_Aptian,NA,639,NA,NA,NA,NA,NA,397,NA,NA,NA,NA,370,BMNH R250 (NEC),limb lengths not complete; mature,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R250…,NA,NA,639,0,measured,397,0,measured,15336.37963,0.152228658
432,Iliosuchus_incognitus,not,Theropoda,basal_theropod,basal_theropod,Early_Bathonian,Middle_Bathonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benson 2009; partial ilium,juvenile?,1,0,"OUMNH, Oxford University Museum of Natural History, Oxford, UK",Benson 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,Ilokelesia_aguadagrandensis,Ilokelesia,Theropoda,Ceratosauria,Ceratosauria,Late_Cenomanian,Turonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coria & Salgado 1998; fragmentary skull and vertebrae, phalanges",,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF PVHP-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,Incisivosaurus_gauthieri,Incisivosaurus,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Barremian,Early_Aptian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skull length (110 mm; Balanoff et al. 2009) subequal to Caudipteryx.,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V13326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,Indosaurus_matleyi,Indosaurus,Theropoda,Ceratosauria,Ceratosauria,Maastrichtian,Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a partial braincase; Huene & Matley 1933; Chatterjee 1978; Carrano & Sampson 2008,,0,0,"GSI, Geological Survey of India, Kolkata (Calcutta), India",GSI K27/565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,Indosuchus_raptorius,not,Theropoda,Ceratosauria,Ceratosauria,Maastrichtian,Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,two partial braincases [now lost]; Huene & Matley 1933; Chatterjee 1978; Carrano & Sampson 2008,,0,0,,[lost],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,Ingenia_yanshini,Ingenia,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Late_Campanian,235,84,27,NA,303,NA,139,NA,NA,NA,NA,95,120,MPD-D 100/31 or 100/32 (NEC); Barsbold 1986; Holtz 1994; PST GIN AN MNR 100/30,,0,0,"MPD, Mongolian Palaeontological Centre Ulaan Baatar, Mongolia",,NA,NA,84,0,measured,NA,NA,NA,39.79524495,0.135
438,Irritator_challengeri,Irritator,Theropoda,Megalosauroidea,Megalosauroidea,Early_Albian,Early_Albian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partial skull only; Martill et al. 1996; Sues et al. 2002,,0,0,"SMNS, Staatliches Museum für Naturkunde, Stuttgart, Germany",SMNS 58022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,Isanosaurus_attavipachi,Isanosaurus,Sauropodomorpha,Sauropoda,Sauropoda,Norian,Rhaetian,760,330,129,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buffetaut et al. 2000; CH4; femoral shaft dimensions measured from figure,,0,0,"Palaeontological collection, Department of Mineral Ressources, Thailand",CH4,331.46,NA,330,0,measured,275.61,0.0351,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,3504.925803,0.218381521
120,Isisaurus_colberti,Isisaurus,Sauropodomorpha,Titanosauria,Titanosauria,Maastrichtian,Maastrichtian,NA,NA,NA,NA,NA,NA,1480,NA,210,NA,NA,NA,NA,Jain & Bandyopadhyay 1997; ISI R335/1-65,,0,0,"ISI, Indian Statistical Institute, Kolkata, India",ISI R335/1-65,NA,NA,NA,NA,NA,561.2,0.0326,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,NA,NA
439,Itemirus_medullaris,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Turonian,Late_Turonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurzanov 1976; braincase,,0,0,"PIN, Paleontological Institute, Russian Academy of Sciences, Moscow, Russia",PIN 327/699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Jainosaurus_septentrionalis,not,Sauropodomorpha,Titanosauria,Titanosauria,Maastrichtian,Maastrichtian,1288,527,206,111,810,353,952,419,144,109,191,520,NA,"BMNH R5931, R5903 (DE); some measurements communicated by P. Barrett 19 June 2012; Wilson et al. 2011; (BMNH R5931 (humerus), R5933 (radius), R5903 (hindlimb))",,0,0,"BMNH, Natural History Museum, London, United Kingdom","BMNH R5931 (humerus), R5933 (radius), R5903 (hindlimb)",509.19,399.32,527,0,measured,419,0,measured,11945.71049,0.154196789
122,Jainosaurus_septentrionalis,not,Sauropodomorpha,Titanosauria,Titanosauria,Maastrichtian,Maastrichtian,NA,NA,NA,NA,NA,NA,NA,577,215,119,NA,NA,NA,"type series humerus (Wilson et al. 2009; GSI unnumbered), measurements from figure.",,0,0,"GSI, Geological Survey of India, Kolkata (Calcutta), India",GSI unnumbered,NA,535.54,704.08,0.0369,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,577,0,measured,27494.96514,0.233636462
123,Janenschia_robusta,Janenschia,Sauropodomorpha,Macronaria,Macronaria,Late_Kimmeridgian,Tithonian,1230,568,222,125,NA,NA,890,425,148,100,NA,NA,NA,"femur MBR 2707 (PDM-used this specimen femur and humerus [on display]); Bonaparte et al. 2000; SMNS 12144 also available (holotype hindlimb including distal femur); MB R 2095.1-13 (including a humerus), 2096.1 (femur)",bonebed,0,1,"MB, Museum für Naturkunde, Berlin, Germany","MB R 2095.1-13 (including a humerus), 2096.1 (femur)",555.77,393.21,568,0,measured,425,0,measured,13649.19194,0.153469852
807,Jaxartosaurus_aralensis,Jaxartosaurus_aralensis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Coniacian,Santonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rozhdestvensky 1968,no limbs; Braincase and skull roof only; immature; Sues et al 2009,1,0,,PEN AN SSR I/5009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,Jeholornis_palmapenis,not,Theropoda,Avialae,Avialae,121,119.4,57.9,NA,NA,6.25,76.2,NA,NA,NA,NA,NA,NA,NA,40.1,O'Connor et al 2011; SDM 20090109.1,,0,0,"SDM, Shandong Museum, Jinan, China", SDM 20090109.1,NA,NA,19.86432134,0.05,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.755453209,0.197974433
440,Jeholornis_prima,Jeholornis,Theropoda,Avialae,Avialae,121,119.4,75,NA,NA,9.4,84.48,NA,110,NA,NA,NA,NA,106,47,Zhou & Zhang 2002; IVPP V13274,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP 13274,NA,NA,30.24224158,0.0493,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,2.399189223,0.201409192
808,Jeholosaurus_shangyuanensis,Jeholosaurus_shangyuanensis,Ornithischia,Ornithischia,Ornithischia,Early_Aptian,Early_Aptian,135.5,50.2,NA,NA,160,41,NA,NA,NA,NA,NA,NA,75.5,(NEC),mature; fused neurocentral sutures: Han et al 2012,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V???,NA,NA,50.2,0,measured,NA,NA,NA,9.663980725,0.135
809,Jeyawati_rugoculus,Jeyawati_rugoculus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Early_Turonian,Middle_Turonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McDonald et al. 2010b,no limbs; quadrate height 153mm; immature/mature; McDonald et al 2010; not a juvenile -  fused neurocentral sutures,1,0,"MSM, Mesa Southwest Museum (now Arizona Museum of Natural History), Mesa, Arizona, USA",MSM P4166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,Jianchangornis_microdonta,Jianchangornis,Theropoda,Avialae,Avialae,121,119.4,60,NA,NA,6,72.96,NA,76,NA,NA,NA,NA,80,36,Zhou et al. 2009,subadult,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V16708,NA,NA,19.0465186,0.0501,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.67299308,0.200360555
810,Jiangjunosaurus_junggarensis,not,Ornithischia,Stegosauria,Stegosauria,Oxfordian,Oxfordian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jia et al. 2007,skull and neck only,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP 14724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Jiangshanosaurus_lixianensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Albian,Albian,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tang et al. 2001,,0,0,Zhejiang Natural Museum,M1322,NA,NA,650.83,0.0202,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,NA,NA,NA,NA,NA
442,Jiangxisaurus_ganzhouensis,Jiangxisaurus,Theropoda,Oviraptorosauria,Oviraptorosauria,Campanian,Maastrichtian,NA,NA,NA,NA,NA,NA,136,NA,15,NA,NA,96,NA,Wei et al. 2013; HGM 41III0421,,0,0,"HGM, Henan Geological Museum",HGM 41III0421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,Jibeinia_luanhera,not,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,22.2,NA,1.9,NA,26.88,NA,23.3,NA,NA,NA,NA,24.2,16.3,Hou 1997,,0,0,,,NA,NA,7.23,0.0399,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,0.046929368,0.17902158
444,Jinfengopteryx_elegans,Jinfengopteryx,Theropoda,Troodontidae,Troodontidae,Late_Barremian,Early_Aptian,70,NA,NA,7.5,101,NA,49,NA,NA,NA,NA,42,61,"Ji et al., 2005; anteroposterior femoral shaft thickness measured from figure; CAGS-IG-04-0801",,0,0,"CAGS, Chinese Academy of Geological Sciences, Institute of Geology, Beijing, China",CAGS-IG-04-0801,NA,NA,23.96730685,0.0497,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,1.26590231,0.198543765
125,Jingshanosaurus_xinwaensis,Jingshanosaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_2,Hettangian,Sinemurian,845,NA,121,109,690,NA,450,NA,82,73,NA,259,394,Zhang & Yang 1994; LV 003,,0,0,LV,LV003,361.53,243.68,323.98,0.0204,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,255.58,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,3105.861266,0.195197165
445,Jinzhouornis_zhangjiyingia,Jinzhouornis_zhangjiyingia,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,Jinzhousaurus_yangi,Jinzhousaurus_yangi,Ornithischia,Hadrosauroidea,Hadrosauroidea,121,119.4,625,NA,NA,NA,NA,NA,420,NA,58.5,NA,NA,265,NA,Wang et al. 2011,mature; Wang et al 2011,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12691,NA,NA,228.86,0.0421,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,176.7,0.0327,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,1163.91793,0.244840227
126,Jiutaisaurus_xidensis,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Late_Albian,Early_Cenomanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wu et al. 2006; CAD-02, vertebrae only",,0,0,CAD,CAD-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,Jixiangornis_orientalis,Jixianornis,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,71.9,NA,NA,7.1,83.2,NA,112,NA,NA,NA,NA,103.4,41.3,Ji et al. 2002; CDPC-02-04-001,,0,0,"CDPC, Changzhou Dinosaur Park of China",CDPC-02-04-001,NA,NA,22.65195002,0.0498,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,1.083939313,0.198061266
127,Jobaria_tiguidensis,not,Sauropodomorpha,Macronaria,Macronaria,Middle_Jurassic,Late_Jurassic,1416,580,NA,NA,NA,NA,1005,412,NA,NA,NA,NA,300,"SAM cast of MNN TIG ?(either 3, 5 or 6) (NC)",,0,0,"MNN, Musée National du Niger, Niamey, Republic of Niger",MNN TIG 3-5,NA,NA,580,0,measured,412,0,measured,13611.43504,0.153983492
128,Jobaria_tiguidensis,Jobaria,Sauropodomorpha,Macronaria,Macronaria,Middle_Jurassic,Late_Jurassic,1800,NA,NA,200,1080,NA,1360,NA,206,157,NA,1040,300,"Sereno et al. 1999: MNN TIG 4 (FL = 1800, FAPdiam=200; HL = 1360 [Hml=206; Hap=157; PDM]; RL=1040; TL=1080; mtIIIL=300)",,0,0,"MNN, Musée National du Niger, Niamey, Republic of Niger",MNN TIG 3-5,NA,572.8,744.73,0.0537,FC_for_quadrupedal_dinosaurs_using_FL_and_equation_.16.,605.26,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,31754.95129,0.255151498
447,Judinornis_nogontsavensis,not,Theropoda,Avialae,Avialae,Late_Campanian,Early_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nessov & Borkin 1983; in Russian, no figures",,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,Juratyrant_langhami,Juratyrant,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Tithonian,Late_Tithonian,667,210,NA,NA,680,170,NA,NA,NA,NA,NA,NA,NA,Benson (2008),,0,0,"OUMNH, Oxford University Museum of Natural History, Oxford, UK",,NA,NA,210,0,measured,NA,NA,NA,494.1804266,0.135
448,Juravenator_starki,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Kimmeridgian,Late_Kimmeridgian,52,NA,NA,6,58,NA,27,NA,NA,NA,NA,19,34,Gohlich & Chiappe 2006,juvenile,1,0,"JME, Jura Museum, Eichstaatt",JME Sch 200,NA,NA,19.0465186,0.0501,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.67299308,0.202363555
449,Kaijiangosaurus_lini,not,Theropoda,basal_theropod,basal_theropod,Bajocian,Callovian,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,He 1984; CCG 20020—possibly a chimaera (OWM Rauhut pers. comm. 2009),,0,0,"CCG, Chengdu College of Geology, Chengdu, China",CCG 20020,NA,NA,126.47,0.0581,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,122.5754466,0.233101634
450,Kakuru_kujani,not,Theropoda,basal_theropod,basal_theropod,Aptian,Aptian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,distal tibia; Molnar & Pledge 1980,,0,0,"SAM, South Australian Museum",SAM P17926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,Kangnasaurus_coetzeei,Kangnasaurus_coetzeei,Ornithischia,Iguanodontia,Iguanodontia,Late_Cretaceous,Late_Cretaceous,383,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAM-PK-2731 (NEC),immature; Cooper 1985,1,0,"SAM, South African Iziko Museum, Capetown, South Africa",SAM-PK-2731,NA,NA,162,0,measured,NA,NA,NA,NA,NA
129,Karongasaurus_gittlemani,not,Sauropodomorpha,Titanosauria,Titanosauria,Early_Cretaceous,Early_Cretaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gomani 2005; Mal-175, a dentary",,0,0,"Mal, Malawi Department of Antiquities",Mal-175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,Kelmayisaurus_petrolicus,not,Theropoda,Allosauroidea,Allosauroidea,Late_Aptian,Albian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maxilla and dentary (523 mm long); Dong 1973; Brusatte et al. 2011,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V.4022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,Kentrosaurus_aethiopicus,Kentrosaurus_aethiopicus,Ornithischia,Stegosauria,Stegosauria,Late_Kimmeridgian,Tithonian,645,245,84,62,NA,NA,353,210,65,57,NA,NA,NA,Galton 1982,Composite of multiple individuals,0,1,"MB, Museum für Naturkunde, Berlin, Germany","HMN, mounted composite skeleton including material (here femur) from the lectotype",230.64,191.84,245,0,measured,210,0,measured,1596.860215,0.152657544
814,Kerberosaurus_manakini,Kerberosaurus_manakini,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Maastrichtian,Late_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bolotsky and Godefroit 2004,no limbs; Posterior braincase only,0,0,"AENM, Amur Natural History Museum, Blagoveschensk, Russia",AENM 1/319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Khaan_mckennai,Khaan,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Late_Campanian,185,NA,20,NA,212,NA,110.5,NA,NA,NA,NA,102,98,Balanoof & Norell 2012; IGM 100/1127,,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/1127,NA,NA,67.62,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,21.91978526,0.181216213
453,Kinnareemimus,not,Theropoda,Ornithomimosauria,Ornithomimosauria,Barremian,Aptian,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,Buffetaut et al. 2009,"juvenile, bonebed",1,1,PW,PW5A-100,NA,NA,65.88,0.0868,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,NA,NA,NA,20.40374779,0.30599165
456,Kizylkumavis_cretacea,not,Theropoda,Avialae,Avialae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nessov 1984; in Russian, no figures",,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Klamelisaurus_gobiensis,Klamelisaurus,Sauropodomorpha,Eusauropoda,Eusauropoda,Oxfordian,Oxfordian,1200,NA,195,NA,740,NA,920,NA,143,NA,NA,560,NA,IVPP V9492 (PU); Zhao 1993; IVPP V9492,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V9492,NA,NA,512.55,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,396.48,0.0324,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,10705.66539,0.207254795
454,Kol_ghuva,Kol,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,Turner et al. 2009; IGM 100/2011,,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,Koreaceratops_hwaseongensis,Koreaceratops_hwaseongensis,Ornithischia,Ceratopsia,Ceratopsia_2,Albian,Albian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.8,Lee et al. 2011,Tibial distal width 61 mm,0,0,"KIGAM, Korea Institute of Geoscience and Mineral Resources, Daejeon, Republic of Korea",KIGAM VP 200801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,Koreanosaurus_boseongensis,Koreanosaurus_boseongensis,Ornithischia,Ornithischia,Ornithischia,Santonian,Campanian,NA,NA,NA,NA,NA,NA,215,NA,26,NA,NA,NA,NA,Huh et al. 2010,femur from smaller individuals 196.5 mm KDRC BB3; mature; Huh et al 2010,0,0,"KDRC, Korea Dinosaur Research Center, Chonnam National University, Gwangju, Republic of Korea",KDRC BB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,Kosmoceratops_richardsoni,Kosmoceratops_richardsoni,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampson et al. 2010,no limb measurements presented in publication; basal length = 915; total length including frill = 1751 (measured from figure); mature,0,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",UMNH VP 12198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
